input,category,context,filter
"Cascadian Farm Organic Buzz Crunch Honey Almond Cereal, 14.4 oz",Breakfast Cereal,Breakfast Cereal Buzz Crunch Honey Almond 14.4 oz,"['Brand:Cascadian Farm', 'Specialty:Organic', 'Sub brand:Cereal']"
"Cascadian Farm Organic Buzz Crunch Honey Almond Cereal, 14.4 oz",Breakfast Cereal,Breakfast Cereal Buzz Crunch Honey Almond 14.4 oz Cascadian Farm Organic Cereal,[]
"Cascadian Farm Organic Buzz Crunch Honey Almond Cereal, 14.4 oz",Breakfast Cereal,Breakfast Cereal Buzz Crunch Honey Almond 14.4 oz Organic Cascadian Farm,[]
"Cascadian Farm Organic Buzz Crunch Honey Almond Cereal, 14.4 oz",Breakfast Cereal,Breakfast Cereal Buzz Crunch Honey Almond 14.4 oz Cereal,[]
"Cascadian Farm Organic Buzz Crunch Honey Almond Cereal, 14.4 oz",Breakfast Cereal,Breakfast Cereal Buzz Crunch Honey Almond 14.4 oz Cereal Organic Cascadian Farm,[]
Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz (3 Pack),Breakfast Cereal,Breakfast Cereal Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz,['Pack size:3 Pack']
Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz (3 Pack),Breakfast Cereal,Breakfast Cereal Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz 3 Pack,[]
Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz (3 Pack),Breakfast Cereal,Breakfast Cereal Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz 3 Pack,[]
Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz (3 Pack),Breakfast Cereal,Breakfast Cereal Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz,[]
Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz (3 Pack),Breakfast Cereal,Breakfast Cereal Better Oats OAT FIT Instant Oatmeal CINNAMON ROLL 9.8oz,[]
"Arrowhead Mills Organic Gluten-Free Cereal, Maple Buckwheat Flakes, 10 oz. Box (Pack of 6)",Breakfast Cereal,Breakfast Cereal Maple Buckwheat Flakes 10 oz,"['Brand:Arrowhead Mills', 'Specialty:Gluten-Free', 'Cereal type:Cereal', 'Container:Box', 'Pack size:Pack of 6']"
"Arrowhead Mills Organic Gluten-Free Cereal, Maple Buckwheat Flakes, 10 oz. Box (Pack of 6)",Breakfast Cereal,Breakfast Cereal Maple Buckwheat Flakes 10 oz Arrowhead Mills Gluten-Free Cereal Box Pack of 6,[]
"Arrowhead Mills Organic Gluten-Free Cereal, Maple Buckwheat Flakes, 10 oz. Box (Pack of 6)",Breakfast Cereal,Breakfast Cereal Maple Buckwheat Flakes 10 oz Gluten-Free Cereal,[]
"Arrowhead Mills Organic Gluten-Free Cereal, Maple Buckwheat Flakes, 10 oz. Box (Pack of 6)",Breakfast Cereal,Breakfast Cereal Maple Buckwheat Flakes 10 oz Pack of 6 Box Gluten-Free,['Cereal type:Cereal']
"Arrowhead Mills Organic Gluten-Free Cereal, Maple Buckwheat Flakes, 10 oz. Box (Pack of 6)",Breakfast Cereal,Breakfast Cereal Maple Buckwheat Flakes 10 oz Pack of 6 Cereal Box,"['Brand:Arrowhead Mills', 'Specialty:Gluten-Free']"
"Gerber Baby Cereal Hearty Bits Multigrain Cereal Banana Apple Strawberry, 8 Ounce (Pack of 3)",Breakfast Cereal,Breakfast Cereal Gerber Hearty Bits Multigrain Cereal Banana Apple Strawberry,"['Net content:8 Ounce', 'Pack size:Pack of 3']"
"Gerber Baby Cereal Hearty Bits Multigrain Cereal Banana Apple Strawberry, 8 Ounce (Pack of 3)",Breakfast Cereal,Breakfast Cereal Gerber Hearty Bits Multigrain Cereal Banana Apple Strawberry 8 Ounce Pack of 3,[]
"Gerber Baby Cereal Hearty Bits Multigrain Cereal Banana Apple Strawberry, 8 Ounce (Pack of 3)",Breakfast Cereal,Breakfast Cereal Gerber Hearty Bits Multigrain Cereal Banana Apple Strawberry Pack of 3,[]
"Gerber Baby Cereal Hearty Bits Multigrain Cereal Banana Apple Strawberry, 8 Ounce (Pack of 3)",Breakfast Cereal,Breakfast Cereal Gerber Hearty Bits Multigrain Cereal Banana Apple Strawberry Pack of 3,[]
"Gerber Baby Cereal Hearty Bits Multigrain Cereal Banana Apple Strawberry, 8 Ounce (Pack of 3)",Breakfast Cereal,Breakfast Cereal Gerber Hearty Bits Multigrain Cereal Banana Apple Strawberry 8 Ounce Pack of 3,[]
"Malt-O-Meal, Original, Hot Wheat Cereal (3 Pack)",Breakfast Cereal,Breakfast Cereal Malt-O-Meal Hot Wheat Cereal,"['Flavor:Original', 'Pack size:3 Pack']"
"Malt-O-Meal, Original, Hot Wheat Cereal (3 Pack)",Breakfast Cereal,Breakfast Cereal Malt-O-Meal Hot Wheat Cereal Original 3 Pack,[]
"Malt-O-Meal, Original, Hot Wheat Cereal (3 Pack)",Breakfast Cereal,Breakfast Cereal Malt-O-Meal Hot Wheat Cereal,['Pack size:3 Pack']
"Malt-O-Meal, Original, Hot Wheat Cereal (3 Pack)",Breakfast Cereal,Breakfast Cereal Malt-O-Meal Hot Wheat Cereal Original,[]
"Malt-O-Meal, Original, Hot Wheat Cereal (3 Pack)",Breakfast Cereal,Breakfast Cereal Malt-O-Meal Hot Wheat Cereal Original 3 Pack,[]
Quaker Steel Cut Oats 30 Oz,Breakfast Cereal,Breakfast Cereal 30 Oz,"['Brand:Quaker', 'Sub brand:Steel Cut Oats']"
Quaker Steel Cut Oats 30 Oz,Breakfast Cereal,Breakfast Cereal 30 Oz Quaker Steel Cut Oats,[]
Quaker Steel Cut Oats 30 Oz,Breakfast Cereal,Breakfast Cereal 30 Oz Quaker,['Sub brand:Steel Cut Oats']
Quaker Steel Cut Oats 30 Oz,Breakfast Cereal,Breakfast Cereal 30 Oz Quaker Steel Cut Oats,[]
Quaker Steel Cut Oats 30 Oz,Breakfast Cereal,Breakfast Cereal 30 Oz Quaker Steel Cut Oats,[]
"Post Bran Flakes, 16-Ounce Boxes (Pack of 4)",Breakfast Cereal,Breakfast Cereal Bran Flakes 16-Ounce,"['Brand:Post', 'Container:Boxes', 'Pack size:Pack of 4']"
"Post Bran Flakes, 16-Ounce Boxes (Pack of 4)",Breakfast Cereal,Breakfast Cereal Bran Flakes 16-Ounce Post Boxes Pack of 4,[]
"Post Bran Flakes, 16-Ounce Boxes (Pack of 4)",Breakfast Cereal,Breakfast Cereal Bran Flakes 16-Ounce,"['Container:Boxes', 'Brand:Post', 'Pack size:Pack of 4']"
"Post Bran Flakes, 16-Ounce Boxes (Pack of 4)",Breakfast Cereal,Breakfast Cereal Bran Flakes 16-Ounce Post Pack of 4 Boxes,[]
"Post Bran Flakes, 16-Ounce Boxes (Pack of 4)",Breakfast Cereal,Breakfast Cereal Bran Flakes 16-Ounce Boxes Pack of 4 Post,[]
"Bob's Red Mill Organic Rolled Oats, 32 Ounces (Pack of 4)",Breakfast Cereal,Breakfast Cereal 32 Ounces,"[""Brand:Bob's Red Mill"", 'Specialty:Organic', 'Sub brand:Rolled Oats', 'Pack size:Pack of 4']"
"Bob's Red Mill Organic Rolled Oats, 32 Ounces (Pack of 4)",Breakfast Cereal,Breakfast Cereal 32 Ounces Bob's Red Mill Organic Rolled Oats Pack of 4,[]
"Bob's Red Mill Organic Rolled Oats, 32 Ounces (Pack of 4)",Breakfast Cereal,Breakfast Cereal 32 Ounces Rolled Oats Organic Bob's Red Mill,[]
"Bob's Red Mill Organic Rolled Oats, 32 Ounces (Pack of 4)",Breakfast Cereal,Breakfast Cereal 32 Ounces Bob's Red Mill Rolled Oats Pack of 4 Organic,[]
"Bob's Red Mill Organic Rolled Oats, 32 Ounces (Pack of 4)",Breakfast Cereal,Breakfast Cereal 32 Ounces Rolled Oats Organic Bob's Red Mill Pack of 4,[]
"Kashi, Breakfast Cereal, Strawberry Fields, Organic and Vegan, 10.3oz Box",Breakfast Cereal,Breakfast Cereal Kashi Strawberry Fields 10.3oz,"['Sub brand:Breakfast Cereal', 'Specialty:Vegan', 'Container:Box']"
"Kashi, Breakfast Cereal, Strawberry Fields, Organic and Vegan, 10.3oz Box",Breakfast Cereal,Breakfast Cereal Kashi Strawberry Fields 10.3oz Breakfast Cereal Vegan Box,[]
"Kashi, Breakfast Cereal, Strawberry Fields, Organic and Vegan, 10.3oz Box",Breakfast Cereal,Breakfast Cereal Kashi Strawberry Fields 10.3oz Box,"['Sub brand:Breakfast Cereal', 'Specialty:Vegan']"
"Kashi, Breakfast Cereal, Strawberry Fields, Organic and Vegan, 10.3oz Box",Breakfast Cereal,Breakfast Cereal Kashi Strawberry Fields 10.3oz,['Specialty:Vegan']
"Kashi, Breakfast Cereal, Strawberry Fields, Organic and Vegan, 10.3oz Box",Breakfast Cereal,Breakfast Cereal Kashi Strawberry Fields 10.3oz Box Vegan,[]
"Nature's Path Multigrain Oat Bran Flakes Cereal, Healthy, Organic, 32 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Multigrain Oat Bran Flakes 32 Ounce,"[""Brand:Nature's Path"", 'Cereal type:Cereal', 'Specialty:Organic', 'Pack size:Pack of 6']"
"Nature's Path Multigrain Oat Bran Flakes Cereal, Healthy, Organic, 32 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Multigrain Oat Bran Flakes 32 Ounce Nature's Path Cereal Organic Pack of 6,[]
"Nature's Path Multigrain Oat Bran Flakes Cereal, Healthy, Organic, 32 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Multigrain Oat Bran Flakes 32 Ounce,['Specialty:Organic']
"Nature's Path Multigrain Oat Bran Flakes Cereal, Healthy, Organic, 32 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Multigrain Oat Bran Flakes 32 Ounce Cereal Pack of 6,[]
"Nature's Path Multigrain Oat Bran Flakes Cereal, Healthy, Organic, 32 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Multigrain Oat Bran Flakes 32 Ounce Nature's Path Cereal,[]
"Cinnamon Toast Crunch, Breakfast Cereal, Churros 11.9 Oz",Breakfast Cereal,Breakfast Cereal Cinnamon Toast Crunch Churros 11.9 Oz,['Sub brand:Breakfast Cereal']
"Cinnamon Toast Crunch, Breakfast Cereal, Churros 11.9 Oz",Breakfast Cereal,Breakfast Cereal Cinnamon Toast Crunch Churros 11.9 Oz Breakfast Cereal,[]
"Cinnamon Toast Crunch, Breakfast Cereal, Churros 11.9 Oz",Breakfast Cereal,Breakfast Cereal Cinnamon Toast Crunch Churros 11.9 Oz,['Sub brand:Breakfast Cereal']
"Cinnamon Toast Crunch, Breakfast Cereal, Churros 11.9 Oz",Breakfast Cereal,Breakfast Cereal Cinnamon Toast Crunch Churros 11.9 Oz,[]
"Cinnamon Toast Crunch, Breakfast Cereal, Churros 11.9 Oz",Breakfast Cereal,Breakfast Cereal Cinnamon Toast Crunch Churros 11.9 Oz Breakfast Cereal,[]
"Nature's Path Organic Heritage Flakes Cereal, 32 oz Eco Pac Bags",Breakfast Cereal,Breakfast Cereal 32 oz Eco Pac Bags,"[""Brand:Nature's Path"", 'Specialty:Organic', 'Flavor:Heritage Flakes', 'Sub brand:Cereal']"
"Nature's Path Organic Heritage Flakes Cereal, 32 oz Eco Pac Bags",Breakfast Cereal,Breakfast Cereal 32 oz Eco Pac Bags Nature's Path Organic Heritage Flakes Cereal,[]
"Nature's Path Organic Heritage Flakes Cereal, 32 oz Eco Pac Bags",Breakfast Cereal,Breakfast Cereal 32 oz Eco Pac Bags Nature's Path Cereal Heritage Flakes,['Specialty:Organic']
"Nature's Path Organic Heritage Flakes Cereal, 32 oz Eco Pac Bags",Breakfast Cereal,Breakfast Cereal 32 oz Eco Pac Bags Heritage Flakes Cereal Nature's Path Organic,[]
"Nature's Path Organic Heritage Flakes Cereal, 32 oz Eco Pac Bags",Breakfast Cereal,Breakfast Cereal 32 oz Eco Pac Bags Cereal Nature's Path,['Flavor:Heritage Flakes']
Quaker Instant Oatmeal Assorted Single-Serve Packets 1.51 Oz Package 52/Case,Breakfast Cereal,Breakfast Cereal Assorted Package 1.51 Oz 52/Case,"['Brand:Quaker', 'Sub brand:Instant Oatmeal']"
Quaker Instant Oatmeal Assorted Single-Serve Packets 1.51 Oz Package 52/Case,Breakfast Cereal,Breakfast Cereal Assorted Package 1.51 Oz 52/Case Quaker Instant Oatmeal,[]
Quaker Instant Oatmeal Assorted Single-Serve Packets 1.51 Oz Package 52/Case,Breakfast Cereal,Breakfast Cereal Assorted Package 1.51 Oz 52/Case Instant Oatmeal,['Brand:Quaker']
Quaker Instant Oatmeal Assorted Single-Serve Packets 1.51 Oz Package 52/Case,Breakfast Cereal,Breakfast Cereal Assorted Package 1.51 Oz 52/Case,['Brand:Quaker']
Quaker Instant Oatmeal Assorted Single-Serve Packets 1.51 Oz Package 52/Case,Breakfast Cereal,Breakfast Cereal Assorted Package 1.51 Oz 52/Case,"['Sub brand:Instant Oatmeal', 'Brand:Quaker']"
"Nature's Path, Cereal Heritage Flakes Organic, 13.25 Ounce",Breakfast Cereal,Breakfast Cereal 13.25 Ounce,"[""Brand:Nature's Path"", 'Sub brand:Cereal', 'Flavor:Heritage Flakes', 'Specialty:Organic']"
"Nature's Path, Cereal Heritage Flakes Organic, 13.25 Ounce",Breakfast Cereal,Breakfast Cereal 13.25 Ounce Nature's Path Cereal Heritage Flakes Organic,[]
"Nature's Path, Cereal Heritage Flakes Organic, 13.25 Ounce",Breakfast Cereal,Breakfast Cereal 13.25 Ounce,[]
"Nature's Path, Cereal Heritage Flakes Organic, 13.25 Ounce",Breakfast Cereal,Breakfast Cereal 13.25 Ounce,"[""Brand:Nature's Path""]"
"Nature's Path, Cereal Heritage Flakes Organic, 13.25 Ounce",Breakfast Cereal,Breakfast Cereal 13.25 Ounce Heritage Flakes Organic,[]
"Bob's Red Mill Org Whole Grain Creamy Buckwheat Hot Cereal, 18 Ounce",Breakfast Cereal,Breakfast Cereal Creamy Buckwheat Hot Cereal 18 Ounce,"[""Brand:Bob's Red Mill"", 'Specialty:Whole Grain']"
"Bob's Red Mill Org Whole Grain Creamy Buckwheat Hot Cereal, 18 Ounce",Breakfast Cereal,Breakfast Cereal Creamy Buckwheat Hot Cereal 18 Ounce Bob's Red Mill Whole Grain,[]
"Bob's Red Mill Org Whole Grain Creamy Buckwheat Hot Cereal, 18 Ounce",Breakfast Cereal,Breakfast Cereal Creamy Buckwheat Hot Cereal 18 Ounce,"['Specialty:Whole Grain', ""Brand:Bob's Red Mill""]"
"Bob's Red Mill Org Whole Grain Creamy Buckwheat Hot Cereal, 18 Ounce",Breakfast Cereal,Breakfast Cereal Creamy Buckwheat Hot Cereal 18 Ounce,[]
"Bob's Red Mill Org Whole Grain Creamy Buckwheat Hot Cereal, 18 Ounce",Breakfast Cereal,Breakfast Cereal Creamy Buckwheat Hot Cereal 18 Ounce Bob's Red Mill,['Specialty:Whole Grain']
"Great River Organic Milling, Oatmeal, Regular Rolled Oats, Organic, 25-Pounds (Pack of 1)",Breakfast Cereal,Breakfast Cereal Great River Organic Milling Regular Rolled Oats 25-Pounds,"['Sub brand:Oatmeal', 'Specialty:Organic', 'Pack size:Pack of 1']"
"Great River Organic Milling, Oatmeal, Regular Rolled Oats, Organic, 25-Pounds (Pack of 1)",Breakfast Cereal,Breakfast Cereal Great River Organic Milling Regular Rolled Oats 25-Pounds Oatmeal Organic Pack of 1,[]
"Great River Organic Milling, Oatmeal, Regular Rolled Oats, Organic, 25-Pounds (Pack of 1)",Breakfast Cereal,Breakfast Cereal Great River Organic Milling Regular Rolled Oats 25-Pounds Oatmeal Pack of 1,[]
"Great River Organic Milling, Oatmeal, Regular Rolled Oats, Organic, 25-Pounds (Pack of 1)",Breakfast Cereal,Breakfast Cereal Great River Organic Milling Regular Rolled Oats 25-Pounds,['Pack size:Pack of 1']
"Great River Organic Milling, Oatmeal, Regular Rolled Oats, Organic, 25-Pounds (Pack of 1)",Breakfast Cereal,Breakfast Cereal Great River Organic Milling Regular Rolled Oats 25-Pounds Pack of 1,"['Specialty:Organic', 'Sub brand:Oatmeal']"
"Kellogg's Special K, Breakfast Cereal, Original, Made with Folic Acid, B Vitamins, and Iron, 12oz Box",Breakfast Cereal,"Breakfast Cereal Made with Folic Acid, B Vitamins, and Iron","[""Brand:Kellogg's"", 'Sub brand:Breakfast Cereal', 'Flavor:Original', 'Net content:12oz', 'Container:Box']"
"Kellogg's Special K, Breakfast Cereal, Original, Made with Folic Acid, B Vitamins, and Iron, 12oz Box",Breakfast Cereal,"Breakfast Cereal Made with Folic Acid, B Vitamins, and Iron Kellogg's Breakfast Cereal Original 12oz Box",[]
"Kellogg's Special K, Breakfast Cereal, Original, Made with Folic Acid, B Vitamins, and Iron, 12oz Box",Breakfast Cereal,"Breakfast Cereal Made with Folic Acid, B Vitamins, and Iron",[]
"Kellogg's Special K, Breakfast Cereal, Original, Made with Folic Acid, B Vitamins, and Iron, 12oz Box",Breakfast Cereal,"Breakfast Cereal Made with Folic Acid, B Vitamins, and Iron Breakfast Cereal 12oz Box Kellogg's",[]
"Kellogg's Special K, Breakfast Cereal, Original, Made with Folic Acid, B Vitamins, and Iron, 12oz Box",Breakfast Cereal,"Breakfast Cereal Made with Folic Acid, B Vitamins, and Iron 12oz","['Flavor:Original', 'Container:Box']"
"Apple Cinnamon Cheerios Cereal Gluten Free, 20.1 oz",Breakfast Cereal,Breakfast Cereal Apple Cinnamon 20.1 oz,"['Brand:Cheerios', 'Sub brand:Cereal', 'Specialty:Gluten Free']"
"Apple Cinnamon Cheerios Cereal Gluten Free, 20.1 oz",Breakfast Cereal,Breakfast Cereal Apple Cinnamon 20.1 oz Cheerios Cereal Gluten Free,[]
"Apple Cinnamon Cheerios Cereal Gluten Free, 20.1 oz",Breakfast Cereal,Breakfast Cereal Apple Cinnamon 20.1 oz,['Specialty:Gluten Free']
"Apple Cinnamon Cheerios Cereal Gluten Free, 20.1 oz",Breakfast Cereal,Breakfast Cereal Apple Cinnamon 20.1 oz Gluten Free Cereal Cheerios,[]
"Apple Cinnamon Cheerios Cereal Gluten Free, 20.1 oz",Breakfast Cereal,Breakfast Cereal Apple Cinnamon 20.1 oz Cheerios Cereal,[]
"Chex, Gluten Free Cereal, Vanilla, 12.1 Oz",Breakfast Cereal,Breakfast Cereal Chex Vanilla 12.1 Oz,"['Specialty:Gluten Free', 'Sub brand:Cereal']"
"Chex, Gluten Free Cereal, Vanilla, 12.1 Oz",Breakfast Cereal,Breakfast Cereal Chex Vanilla 12.1 Oz Gluten Free Cereal,[]
"Chex, Gluten Free Cereal, Vanilla, 12.1 Oz",Breakfast Cereal,Breakfast Cereal Chex Vanilla 12.1 Oz Cereal,[]
"Chex, Gluten Free Cereal, Vanilla, 12.1 Oz",Breakfast Cereal,Breakfast Cereal Chex Vanilla 12.1 Oz Gluten Free Cereal,[]
"Chex, Gluten Free Cereal, Vanilla, 12.1 Oz",Breakfast Cereal,Breakfast Cereal Chex Vanilla 12.1 Oz,['Specialty:Gluten Free']
"Quaker Instant Oatmeal Express Cups, Maple & Brown Sugar, 12 Count",Breakfast Cereal,Breakfast Cereal,"['Brand:Quaker', 'Sub brand:Instant Oatmeal', 'Container:Express Cups', 'Flavor:Maple & Brown Sugar', 'Pack size:12 Count']"
"Quaker Instant Oatmeal Express Cups, Maple & Brown Sugar, 12 Count",Breakfast Cereal,Breakfast Cereal Quaker Instant Oatmeal Express Cups Maple & Brown Sugar 12 Count,[]
"Quaker Instant Oatmeal Express Cups, Maple & Brown Sugar, 12 Count",Breakfast Cereal,Breakfast Cereal 12 Count Maple & Brown Sugar,"['Container:Express Cups', 'Sub brand:Instant Oatmeal', 'Brand:Quaker']"
"Quaker Instant Oatmeal Express Cups, Maple & Brown Sugar, 12 Count",Breakfast Cereal,Breakfast Cereal Express Cups Maple & Brown Sugar 12 Count Quaker,[]
"Quaker Instant Oatmeal Express Cups, Maple & Brown Sugar, 12 Count",Breakfast Cereal,Breakfast Cereal 12 Count Maple & Brown Sugar,['Container:Express Cups']
"365 Everyday Value, Organic Raisin Granola, 17 oz",Breakfast Cereal,Breakfast Cereal 365 Everyday Value Raisin Granola 17 oz,['Specialty:Organic']
"365 Everyday Value, Organic Raisin Granola, 17 oz",Breakfast Cereal,Breakfast Cereal 365 Everyday Value Raisin Granola 17 oz Organic,[]
"365 Everyday Value, Organic Raisin Granola, 17 oz",Breakfast Cereal,Breakfast Cereal 365 Everyday Value Raisin Granola 17 oz,['Specialty:Organic']
"365 Everyday Value, Organic Raisin Granola, 17 oz",Breakfast Cereal,Breakfast Cereal 365 Everyday Value Raisin Granola 17 oz Organic,[]
"365 Everyday Value, Organic Raisin Granola, 17 oz",Breakfast Cereal,Breakfast Cereal 365 Everyday Value Raisin Granola 17 oz,[]
"365 by Whole Foods Market, Organic Cereal, Fruit & Nut Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Fruit & Nut,"['Brand:365 by Whole Foods Market', 'Specialty:Organic', 'Cereal type:Cereal', 'Sub brand:Granola', 'Net content:17 Ounce']"
"365 by Whole Foods Market, Organic Cereal, Fruit & Nut Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Fruit & Nut 365 by Whole Foods Market Organic Cereal Granola 17 Ounce,[]
"365 by Whole Foods Market, Organic Cereal, Fruit & Nut Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Fruit & Nut 365 by Whole Foods Market,['Cereal type:Cereal']
"365 by Whole Foods Market, Organic Cereal, Fruit & Nut Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Fruit & Nut Granola 17 Ounce Cereal 365 by Whole Foods Market,['Specialty:Organic']
"365 by Whole Foods Market, Organic Cereal, Fruit & Nut Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Fruit & Nut 365 by Whole Foods Market Organic,[]
Creative Snacks Granola Lemon Blueberry Drizzlers 10 Oz (Pack of 1),Breakfast Cereal,Breakfast Cereal Creative Snacks Lemon Blueberry Drizzlers 10 Oz,"['Cereal type:Granola', 'Pack size:Pack of 1']"
Creative Snacks Granola Lemon Blueberry Drizzlers 10 Oz (Pack of 1),Breakfast Cereal,Breakfast Cereal Creative Snacks Lemon Blueberry Drizzlers 10 Oz Granola Pack of 1,[]
Creative Snacks Granola Lemon Blueberry Drizzlers 10 Oz (Pack of 1),Breakfast Cereal,Breakfast Cereal Creative Snacks Lemon Blueberry Drizzlers 10 Oz,['Pack size:Pack of 1']
Creative Snacks Granola Lemon Blueberry Drizzlers 10 Oz (Pack of 1),Breakfast Cereal,Breakfast Cereal Creative Snacks Lemon Blueberry Drizzlers 10 Oz,[]
Creative Snacks Granola Lemon Blueberry Drizzlers 10 Oz (Pack of 1),Breakfast Cereal,Breakfast Cereal Creative Snacks Lemon Blueberry Drizzlers 10 Oz Pack of 1 Granola,[]
"365 by Whole Foods Market, Organic Cereal, Oat & Honey Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Oat & Honey,"['Brand:365 by Whole Foods Market', 'Specialty:Organic', 'Cereal type:Cereal', 'Sub brand:Granola', 'Net content:17 Ounce']"
"365 by Whole Foods Market, Organic Cereal, Oat & Honey Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Oat & Honey 365 by Whole Foods Market Organic Cereal Granola 17 Ounce,[]
"365 by Whole Foods Market, Organic Cereal, Oat & Honey Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Oat & Honey 17 Ounce Organic 365 by Whole Foods Market Granola,['Cereal type:Cereal']
"365 by Whole Foods Market, Organic Cereal, Oat & Honey Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Oat & Honey Organic 365 by Whole Foods Market 17 Ounce,['Cereal type:Cereal']
"365 by Whole Foods Market, Organic Cereal, Oat & Honey Granola, 17 Ounce",Breakfast Cereal,Breakfast Cereal Oat & Honey Cereal 17 Ounce Granola Organic 365 by Whole Foods Market,[]
"SOLA Granola, Low Carbs, Gluten free (Maple Pecan Chocolate, 11 Ounce, Pack - 1)",Breakfast Cereal,Breakfast Cereal SOLA Gluten free Maple Pecan Chocolate Pack - 1,"['Sub brand:Granola', 'Net content:11 Ounce']"
"SOLA Granola, Low Carbs, Gluten free (Maple Pecan Chocolate, 11 Ounce, Pack - 1)",Breakfast Cereal,Breakfast Cereal SOLA Gluten free Maple Pecan Chocolate Pack - 1 Granola 11 Ounce,[]
"SOLA Granola, Low Carbs, Gluten free (Maple Pecan Chocolate, 11 Ounce, Pack - 1)",Breakfast Cereal,Breakfast Cereal SOLA Gluten free Maple Pecan Chocolate Pack - 1 Granola,['Net content:11 Ounce']
"SOLA Granola, Low Carbs, Gluten free (Maple Pecan Chocolate, 11 Ounce, Pack - 1)",Breakfast Cereal,Breakfast Cereal SOLA Gluten free Maple Pecan Chocolate Pack - 1 11 Ounce Granola,[]
"SOLA Granola, Low Carbs, Gluten free (Maple Pecan Chocolate, 11 Ounce, Pack - 1)",Breakfast Cereal,Breakfast Cereal SOLA Gluten free Maple Pecan Chocolate Pack - 1 11 Ounce Granola,[]
"Forager Project, Organic Grain-Free Gluten-Free Cinnamon Cereal, 7.5 Ounce",Breakfast Cereal,Breakfast Cereal Forager Project 7.5 Ounce,"['Specialty:Gluten-Free', 'Flavor:Cinnamon', 'Sub brand:Cereal']"
"Forager Project, Organic Grain-Free Gluten-Free Cinnamon Cereal, 7.5 Ounce",Breakfast Cereal,Breakfast Cereal Forager Project 7.5 Ounce Gluten-Free Cinnamon Cereal,[]
"Forager Project, Organic Grain-Free Gluten-Free Cinnamon Cereal, 7.5 Ounce",Breakfast Cereal,Breakfast Cereal Forager Project 7.5 Ounce,['Sub brand:Cereal']
"Forager Project, Organic Grain-Free Gluten-Free Cinnamon Cereal, 7.5 Ounce",Breakfast Cereal,Breakfast Cereal Forager Project 7.5 Ounce Cereal Gluten-Free,[]
"Forager Project, Organic Grain-Free Gluten-Free Cinnamon Cereal, 7.5 Ounce",Breakfast Cereal,Breakfast Cereal Forager Project 7.5 Ounce,"['Specialty:Gluten-Free', 'Sub brand:Cereal']"
"Cream of Wheat, Hot Cereal to Go, Maple Brown Sugar Walnut, 2.29 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Cream of Wheat Hot Cereal to Go Maple Brown Sugar Walnut 2.29 Ounce,['Pack size:Pack of 6']
"Cream of Wheat, Hot Cereal to Go, Maple Brown Sugar Walnut, 2.29 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Cream of Wheat Hot Cereal to Go Maple Brown Sugar Walnut 2.29 Ounce Pack of 6,[]
"Cream of Wheat, Hot Cereal to Go, Maple Brown Sugar Walnut, 2.29 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Cream of Wheat Hot Cereal to Go Maple Brown Sugar Walnut 2.29 Ounce,['Pack size:Pack of 6']
"Cream of Wheat, Hot Cereal to Go, Maple Brown Sugar Walnut, 2.29 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Cream of Wheat Hot Cereal to Go Maple Brown Sugar Walnut 2.29 Ounce,[]
"Cream of Wheat, Hot Cereal to Go, Maple Brown Sugar Walnut, 2.29 Ounce (Pack of 6)",Breakfast Cereal,Breakfast Cereal Cream of Wheat Hot Cereal to Go Maple Brown Sugar Walnut 2.29 Ounce Pack of 6,[]
"Better Oats Steel Cut Brown Sugar Instant Oatmeal with Flax oz. Box, maple, 15.1 Ounce",Breakfast Cereal,Breakfast Cereal Better Oats Instant Oatmeal with Flax maple 15.1 Ounce,['Container:Box']
