,input,category,target_scores
4268,"L'Oreal Paris EverStrong Thickening Conditioner, with Rosemary Leaf, 8.5 Ounces (Packaging May Vary)",Conditioner,"{'Brand': {""L'Oreal Paris EverStrong"": 1}, 'Benefit': {'Thickening': 1}, 'Item form': {'Conditioner': 1}, 'Scent': {'Rosemary Leaf': 1}, 'Volume': {'8.5 Ounces': 1}}"
4269,"Oyin Handmade Hair Dew Daily Quenching Hair Lotion, 8.4 Ounce",Conditioner,"{'Brand': {'Oyin Handmade Hair Dew': 1}, 'Benefit': {'Daily Quenching': 1}, 'Item form': {'Hair Lotion': 1}, 'Volume': {'8.4 Ounce': 1}}"
4270,"Briogeo Scalp Revival Charcoal and Peppermint Oil Cooling Jelly Conditioner, 8 Ounces",Conditioner,"{'Brand': {'Briogeo': 1}, 'Benefit': {'Scalp Revival': 1}, 'Item form': {'Charcoal and Peppermint Oil Cooling Jelly Conditioner': 1}, 'Volume': {'8 Ounces': 1}}"
4271,"Mielle Organics Pomegranate & Honey Leave-in Condish, Sulfate and Paraben Free, 12 Ounces",Conditioner,"{'Brand': {'Mielle': 1}, 'Specialty': {'Sulfate and Paraben Free': 1}, 'Scent': {'Pomegranate & Honey': 1}, 'Item form': {'Leave-in Condish': 1}, 'Volume': {'12 Ounces': 1}}"
4272,"Surface Hair Awaken Mist, 4 Fl Oz",Conditioner,"{'Brand': {'Surface Hair': 1}, 'Benefit': {'Awaken': 1}, 'Item form': {'Mist': 1}, 'Volume': {'4 Fl Oz': 1}}"
4273,"AG Hair Colour Care Sterling Silver Mask Treatment, 5 Fl Oz",Conditioner,"{'Brand': {'AG Hair': 1}, 'Benefit': {'Colour Care Sterling Silver Mask Treatment': 1}, 'Volume': {'5 Fl Oz': 1}}"
4274,RYO Damage Care Conditioner 500ml (16.9oz),Conditioner,"{'Brand': {'RYO': 1}, 'Benefit': {'Damage Care': 1}, 'Item form': {'Conditioner': 1}, 'Volume': {'500ml (16.9oz)': 1}}"
4275,"Not Your Mother's Beach Babe Butter Masque, 10 Oz",Conditioner,"{'Brand': {""Not Your Mother's Beach Babe"": 1}, 'Item form': {'Butter Masque': 1}, 'Volume': {'10 Oz': 1}}"
4276,No Yellow by Fanola Mask 350ml,Conditioner,"{'Benefit': {'No Yellow': 1}, 'Brand': {'Fanola': 1}, 'Item form': {'Mask': 1}, 'Volume': {'350ml': 1}}"
4277,"Aveda Rosemary Mint Weightless Conditioner, 8.5 oz, Creme",Conditioner,"{'Brand': {'Aveda': 1}, 'Scent': {'Rosemary Mint': 1}, 'Specialty': {'Weightless': 1}, 'Item form': {'Creme': 1}, 'Volume': {'8.5 oz': 1}}"
4278,"Nioxin System 1 Scalp Therapy Conditioner for Natural Hair with Light Thinning, 16.9 oz",Conditioner,"{'Brand': {'Nioxin System 1': 1}, 'Benefit': {'Scalp Therapy': 1}, 'Item form': {'Conditioner': 1}, 'Hair type': {'Natural Hair with Light Thinning': 1}, 'Volume': {'16.9 oz': 1}}"
4279,"TBH Kids Conditioner- Lightweight and Detangling Formula - Kids Conditioner Hair - Sulfate, Paraben Free - 12 oz",Conditioner,"{'Brand': {'TBH': 1}, 'Age': {'Kids': 1}, 'Item form': {'Conditioner': 1}, 'Specialty': {'Sulfate, Paraben Free': 1}, 'Benefit': {'Detangling Formula': 1}, 'Hair type': {'Kids': 1}, 'Volume': {'12 oz': 1}}"
4280,Trader Joe's Shea Butter & Coconut Oil Hair Mask,Conditioner,"{'Brand': {""Trader Joe's"": 1}, 'Scent': {'Shea Butter & Coconut Oil': 1}, 'Item form': {'Hair Mask': 1}}"
4281,"Wet Brush Time Release Detangler Kids Formula, 8 Ounce",Conditioner,"{'Brand': {'Wet Brush': 1}, 'Benefit': {'Detangler': 1}, 'Age': {'Kids': 1}, 'Volume': {'8 Ounce': 1}}"
4282,"Pacifica Beauty Pineapple Hydrate Curl Nourishing Hair Mask, 100% Vegan & Cruelty Free, Coconut, 6 Fl.Oz",Conditioner,"{'Brand': {'Pacifica': 1}, 'Scent': {'Coconut': 1}, 'Benefit': {'Nourishing': 1}, 'Hair type': {'Curl': 1}, 'Item form': {'Hair Mask': 1}, 'Specialty': {'Cruelty Free': 1}, 'Volume': {'6 Fl.Oz': 1}}"
4283,"Camille Rose Algae Renew Deep Conditioner, 8 fl oz",Conditioner,"{'Brand': {'Camille Rose': 1}, 'Specialty': {'Algae': 1}, 'Benefit': {'Renew': 1}, 'Item form': {'Deep Conditioner': 1}, 'Volume': {'8 fl oz': 1}}"
4284,Ion Reconstructor Treatment Packette,Conditioner,"{'Brand': {'Ion': 1}, 'Benefit': {'Reconstructor': 1}, 'Item form': {'Treatment Packette': 1}}"
4285,Neo Hair Lotion 120ml Hair Treatment Hair Root nutrients (120Ml x 3Bottle) by Poj Shop,Conditioner,"{'Brand': {'Poj Shop': 1}, 'Item form': {'Lotion': 1}, 'Volume': {'120Ml': 1}, 'Benefit': {'Hair Root nutrients': 1}, 'Pack size': {'3Bottle': 1}}"
4286,"John Frieda Volume Lift Lightweight Conditioner for Natural Fullness, Safe for Colour-Treated Hair, Volumizing Conditioner for Fine or Flat Hair, 8.45 Ounces",Conditioner,"{'Brand': {'John Frieda': 1}, 'Benefit': {'Volumizing': 1}, 'Item form': {'Conditioner': 1}, 'Hair type': {'Fine or Flat Hair': 1}, 'Volume': {'8.45 Ounces': 1}}"
4287,"Wella Invigo Brilliance Mask for Coarse Hair By for Unisex - 16.9 Ounce Mask, 16.9 Ounce",Conditioner,"{'Brand': {'Wella Invigo Brilliance': 1}, 'Item form': {'Mask': 1}, 'Gender': {'Unisex': 1}, 'Volume': {'16.9 Ounce': 1}}"
4288,"It's a 10 Haircare Miracle Deep Conditioner plus Keratin, 5 fl. oz.",Conditioner,"{'Brand': {""It's a 10 Haircare"": 1}, 'Benefit': {'Miracle Deep Conditioner plus Keratin': 1}, 'Volume': {'5 fl. oz.': 1}}"
4289,"ATTITUDE Soothing & Volumizing Conditioner for Sensitive Skin, EWG Verified, Hypoallergenic, Enriched with Oatmeal, Chamomile, 8 Fl. Oz.",Conditioner,"{'Brand': {'ATTITUDE': 1}, 'Benefit': {'Volumizing': 1}, 'Item form': {'Conditioner': 1}, 'Specialty': {'Hypoallergenic': 1}, 'Scent': {'Enriched with Oatmeal, Chamomile': 1}, 'Volume': {'8 Fl. Oz.': 1}}"
4290,Magic Beard Balm by Mountaineer Brand: All Natural Beard Conditioning Balm (Original),Conditioner,"{'Brand': {'Magic Beard Balm by Mountaineer Brand': 1}, 'Specialty': {'All Natural': 1}, 'Hair type': {'Beard': 1}, 'Benefit': {'Conditioning': 1}, 'Item form': {'Balm': 1}, 'Scent': {'Original': 1}}"
4291,Solutions by Great Clips Nourishing Leave-In Conditioner | 8oz Spray | Detangles and Hydrates Hair,Conditioner,"{'Brand': {'Solutions by Great Clips': 1}, 'Benefit': {'Detangles and Hydrates Hair': 1}, 'Item form': {'Spray': 1}, 'Volume': {'8oz': 1}}"
4292,"Alfaparf Milano Semi Di Lino Moisture Nutritive Mask for Dry Hair, 16.9 Fl Oz",Conditioner,"{'Brand': {'Alfaparf Milano Semi Di Lino': 1}, 'Benefit': {'Nutritive': 1}, 'Item form': {'Mask': 1}, 'Hair type': {'Dry Hair': 1}, 'Volume': {'16.9 Fl Oz': 1}}"
4293,"MIZANI Unisex Strength Fusion Intense Night Time Treatment, 5.10 Ounce",Conditioner,"{'Brand': {'MIZANI': 1}, 'Gender': {'Unisex': 1}, 'Benefit': {'Strength Fusion': 1}, 'Specialty': {'Intense Night Time Treatment': 1}, 'Volume': {'5.10 Ounce': 1}}"
4294,Maple Hill Naturals: Honest for Men Original Scent Beard Wash Shampoo and Conditioner,Conditioner,"{'Brand': {'Maple Hill Naturals: Honest for Men': 1}, 'Scent': {'Original Scent': 1}, 'Hair type': {'Beard': 1}, 'Item form': {'Shampoo and Conditioner': 1}}"
4295,"Not Your Mother's Naturals Tahitian Gardenia Flower Butter Curl Defining Conditioner, Basic, Mango, 16 Fl Oz",Conditioner,"{'Brand': {""Not Your Mother's"": 1}, 'Specialty': {'Naturals': 1}, 'Scent': {'Mango': 1}, 'Benefit': {'Curl Defining': 1}, 'Item form': {'Conditioner': 1}, 'Volume': {'16 Fl Oz': 1}}"
4296,"Sulfur 8 Medicated Light Formula Conditioner, 4 Ounce (80138)",Conditioner,"{'Brand': {'Sulfur 8': 1}, 'Specialty': {'Medicated': 1}, 'Item form': {'Light Formula Conditioner': 1}, 'Volume': {'4 Ounce': 1}}"
4297,"Living proof Restore Repair Leave-In Conditioner, 4 Fl Oz",Conditioner,"{'Brand': {'Living proof': 1}, 'Benefit': {'Restore Repair': 1}, 'Item form': {'Leave-In Conditioner': 1}, 'Volume': {'4 Fl Oz': 1}}"
4298,BioSilk Silk Therapy Conditioner 1006ml/34oz,Conditioner,"{'Brand': {'BioSilk': 1}, 'Benefit': {'Silk Therapy': 1}, 'Item form': {'Conditioner': 1}, 'Volume': {'1006ml/34oz': 1}}"
4299,Oliology Coconut Oil Hair Mask - Helps Repair & Prevent Damage | Paraben Free,Conditioner,"{'Brand': {'Oliology': 1}, 'Scent': {'Coconut Oil': 1}, 'Item form': {'Hair Mask': 1}, 'Benefit': {'Helps Repair & Prevent Damage': 1}, 'Specialty': {'Paraben Free': 1}}"
4300,"Aveda Softening Leave-in Conditioner, cherry almond 6.7 Fl Oz",Conditioner,"{'Brand': {'Aveda': 1}, 'Benefit': {'Softening': 1}, 'Item form': {'Leave-in Conditioner': 1}, 'Scent': {'cherry almond': 1}, 'Volume': {'6.7 Fl Oz': 1}}"
4301,"Nioxin System 2 Scalp Therapy Conditioner for Natural Hair with Progressed Thinning, 33.8 Oz",Conditioner,"{'Brand': {'Nioxin System 2': 1}, 'Benefit': {'Scalp Therapy': 1}, 'Item form': {'Conditioner': 1}, 'Hair type': {'Natural Hair with Progressed Thinning': 1}, 'Volume': {'33.8 Oz': 1}}"
4302,"L'Oreal Professional Serie Expert Absolut Repair Lipidium Masque, 8.44 Ounce",Conditioner,"{'Brand': {'Serie Expert': 1}, 'Benefit': {'Absolut Repair': 1}, 'Item form': {'Lipidium Masque': 1}, 'Volume': {'8.44 Ounce': 1}}"
4303,"Moroccanoil Smoothing Conditioner, 8.5 oz",Conditioner,"{'Brand': {'Moroccanoil': 1}, 'Benefit': {'Smoothing': 1}, 'Item form': {'Conditioner': 1}, 'Volume': {'8.5 oz': 1}}"
4304,YOUTHAIR Creme for Men and Women Natural Color Gradually 16oz/473ml,Conditioner,"{'Brand': {'YOUTHAIR': 1}, 'Item form': {'Creme': 1}, 'Gender': {'Men and Women': 1}, 'Benefit': {'Natural Color Gradually': 1}, 'Volume': {'16oz/473ml': 1}}"
4305,"OGX Detoxifying + Ginger Conditioner, Pomegranate, 13 Fl Oz",Conditioner,"{'Brand': {'OGX': 1}, 'Benefit': {'Detoxifying': 1}, 'Scent': {'Pomegranate': 1}, 'Item form': {'Conditioner': 1}, 'Volume': {'13 Fl Oz': 1}}"
4306,"Terrasoul Superfoods Organic Amla Berry Powder (Amalaki), 12 Oz - Rich in Antioxidant Vitamin C | Supports Immunity",Vitamin,"{'Brand': {'Terrasoul Superfoods': 1}, 'Specialty': {'Organic': 1}, 'Supplement type': {'Amalaki': 1}, 'Item form': {'Powder': 1}, 'Net content': {'12 Oz': 1}, 'Health benefit': {'Supports Immunity': 1}}"
4307,NovaFerrum Vegan Multivitamin with Iron for Infants and Toddlers (Organic Plant-Based D-3),Vitamin,"{'Brand': {'NovaFerrum': 1}, 'Diet': {'Plant-Based': 1}, 'Supplement type': {'D-3)': 1}, 'Age': {'Infants and Toddlers': 1}, 'Specialty': {'Organic': 1}}"
4308,"Garden of Life D3 Vitamin - mykind Organic Whole Food Vitamin D Supplement with Plant Omegas, Vegan, Vanilla, 2oz Liquid - Packaging May Vary",Vitamin,"{'Brand': {'mykind Organic': 1}, 'Supplement type': {'Whole Food Vitamin D Supplement with Plant Omegas': 1}, 'Diet': {'Vegan': 1}, 'Flavor': {'Vanilla': 1}, 'Net content': {'2oz': 1}, 'Item form': {'Liquid': 1}}"
4309,"Amazon Brand - Solimo Vitamin C 1000 mg with Rose Hips 8 mg, 300 Tablets, Ten Month Supply",Vitamin,"{'Brand': {'Amazon Brand - Solimo': 1}, 'Supplement type': {'Rose Hips': 1}, 'Dosage': {'8 mg': 1}, 'Net content': {'300': 1}, 'Item form': {'Tablets': 1}, 'Supply size': {'Ten Month Supply': 1}}"
4310,Interfarma - Veterinary Testodione - 100 Tablets,Vitamin,"{'Brand': {'Interfarma': 1}, 'Supplement type': {'Testodione': 1}, 'Net content': {'100': 1}, 'Item form': {'Tablets': 1}}"
4311,"Spring Valley - Vitamin C Multiple Fruit Flavors 500 mg, 200 Chewable Tablets",Vitamin,"{'Brand': {'Spring Valley': 1}, 'Supplement type': {'Vitamin C': 1}, 'Flavor': {'Multiple Fruit Flavors': 1}, 'Dosage': {'500 mg': 1}, 'Net content': {'200': 1}, 'Item form': {'Chewable Tablets': 1}}"
4312,"Deva Vegan Vitamins Sublingual B12 1000 mcg Tablets, 90 Count",Vitamin,"{'Brand': {'Deva': 1}, 'Diet': {'Vegan': 1}, 'Supplement type': {'Vitamins Sublingual B12': 1}, 'Dosage': {'1000 mcg': 1}, 'Item form': {'Tablets': 1}, 'Net content': {'90 Count': 1}}"
4313,Centrum® Silver® Men's - 250 tablets,Vitamin,"{'Brand': {'Centrum® Silver®': 1}, 'Gender': {""Men's"": 1}, 'Net content': {'250': 1}, 'Item form': {'tablets': 1}}"
4314,"Best Naturals, Brewers Yeast 7-1/2 Grains with vitamin B1, Vitamin B2 and Niacin,500 mg,240 Tablets",Vitamin,"{'Brand': {'Best Naturals': 1}, 'Supplement type': {' Brewers Yeast 7-1/2 Grains with vitamin B1, Vitamin B2 and Niacin': 1}, 'Dosage': {'500 mg': 1}, 'Net content': {'240': 1}, 'Item form': {'Tablets': 1}}"
4315,Pure Synergy Pure Radiance C | 4 oz Powder | USDA Organic | Non-GMO | Vegan | 100% Natural Vitamin C with Organic Camu Camu Extract,Vitamin,"{'Brand': {'Pure Synergy': 1}, 'Net content': {'4 oz': 1}, 'Item form': {'Powder': 1}, 'Specialty': {'Non-GMO': 1}, 'Diet': {'Vegan': 1}, 'Supplement type': {'100% Natural Vitamin C with Organic Camu Camu Extract': 1}}"
4316,"50 Evion Capsules Vitamin E For Glowing Face,Strong Hair,Acne,Nails, Glowing Skin 400mg",Vitamin,"{'Net content': {'50': 1}, 'Brand': {'Evion': 1}, 'Item form': {'Capsules': 1}, 'Supplement type': {'Vitamin E': 1}, 'Health benefit': {'For Glowing Face,Strong Hair,Acne,Nails, Glowing Skin': 1}, 'Pack size': {'400mg': 1}}"
4317,Solaray Lipotropic 1000 Plus Vitamin Capsules | 100 Count,Vitamin,"{'Brand': {'Solaray': 1}, 'Supplement type': {'Lipotropic 1000 Plus Vitamin': 1}, 'Item form': {'Capsules': 1}, 'Net content': {'100 Count': 1}}"
4318,"Zarbee's Naturals Children's Complete Multivitamin + Probiotic Gummies, Natural Fruit Flavors, 70 Gummies",Vitamin,"{'Brand': {""Zarbee's Naturals"": 1}, 'Age': {""Children's"": 1}, 'Supplement type': {'Complete Multivitamin + Probiotic': 1}, 'Item form': {'Gummies': 1}, 'Flavor': {'Natural Fruit Flavors': 1}, 'Net content': {'70': 1}}"
4319,"Kirkland Vitamin C (500 mg), 500-Count, Tangy Orange, Chewable Tablets (2 Bottles)",Vitamin,"{'Brand': {'Kirkland': 1}, 'Supplement type': {'Vitamin C': 1}, 'Dosage': {'500 mg': 1}, 'Net content': {'500-Count': 1}, 'Flavor': {'Tangy Orange': 1}, 'Item form': {'Chewable Tablets': 1}, 'Pack size': {'2 Bottles': 1}}"
4320,"365 by Whole Foods Market, Kid's Vitamins, Multivitamin - Chewable, 120 Count",Vitamin,"{'Brand': {'365 by Whole Foods Market': 1}, 'Age': {""Kid's"": 1}, 'Supplement type': {'Multivitamin': 1}, 'Item form': {'Chewable': 1}, 'Net content': {'120 Count': 1}}"
4321,"Garden of Life Organics Prenatal Gummy Vitamins Non-GMO, Vegan, Multi-Colored, Berry, 120 Count (Pack of 1)",Vitamin,"{'Brand': {'Garden of Life': 1}, 'Supplement type': {'Prenatal Gummy Vitamins': 1}, 'Specialty': {'Non-GMO': 1}, 'Diet': {'Vegan': 1}, 'Flavor': {'Berry': 1}, 'Net content': {'120 Count ': 1}, 'Pack size': {'Pack of 1': 1}}"
4322,Baby Ddrops® 400 IU 90 Drops (0.08 Fl Oz) - Liquid Vitamin D3 Drops Supplement for Infants,Vitamin,"{'Age': {'Infants': 1}, 'Brand': {'Ddrops®': 1}, 'Dosage': {'400 IU': 1}, 'Net content': {'0.08 Fl Oz': 1}, 'Item form': {'Liquid': 1}, 'Supplement type': {'Vitamin D3 Drops Supplement': 1}}"
4323,"Country Life Acerola 500mg Chewable Vitamin C Complex Natural Antioxidants & Citrus Bioflavonoids for Powerful Immune Health Support - Gluten-Free, Vegan Berry Flavor - 90 Wafers",Vitamin,"{'Brand': {'Country Life': 1}, 'Supplement type': {'Vitamin C Complex Natural Antioxidants & Citrus Bioflavonoids': 1}, 'Dosage': {'500mg': 1}, 'Item form': {'Wafers': 1}, 'Health benefit': {'Powerful Immune Health Support': 1}, 'Diet': {'Vegan': 1}, 'Flavor': {'Berry Flavor': 1}, 'Net content': {'90': 1}}"
4324,"Nutricost Ascorbic Acid Powder (Vitamin C) 2 LBS - Gluten Free, Non-GMO",Vitamin,"{'Brand': {'Nutricost': 1}, 'Supplement type': {'Vitamin C': 1}, 'Item form': {'Powder': 1}, 'Net content': {'2 LBS': 1}, 'Diet': {'Gluten Free': 1}, 'Specialty': {'Non-GMO': 1}}"
4325,"Flintstones Children's Multivitamin plus Immunity Support, Chewable Tablets 60 ea by AB",Vitamin,"{'Brand': {'AB': 1}, 'Age': {""Children's"": 1}, 'Supplement type': {'Multivitamin': 1}, 'Health benefit': {'Immunity Support': 1}, 'Item form': {'Chewable Tablets': 1}, 'Net content': {'60 ea': 1}}"
4326,"Now Foods Vitamin A 10,000 IU 100 Sgels",Vitamin,"{'Brand': {'Now Foods': 1}, 'Supplement type': {'Vitamin A': 1}, 'Dosage': {'10,000 IU': 1}, 'Net content': {'100': 1}, 'Item form': {'Sgels': 1}}"
4327,"EZ Melts Multivitamin with Iron, Sublingual Vitamins, Vegan, Zero Sugar, Natural Cherry Flavor, 60 Fast Dissolve Tablets",Vitamin,"{'Brand': {'EZ Melts': 1}, 'Supplement type': {'Multivitamin with Iron': 1}, 'Administration type': {'Sublingual Vitamins': 1}, 'Diet': {'Vegan': 1}, 'Specialty': {'Zero Sugar': 1}, 'Flavor': {'Natural Cherry Flavor': 1}, 'Net content': {'60': 1}, 'Item form': {'Fast Dissolve Tablets': 1}}"
4328,"Amazon Brand - Solimo Adult Multivitamin, 150 Gummies, 75-Day Supply",Vitamin,"{'Brand': {'Amazon Brand - Solimo': 1}, 'Age': {'Adult': 1}, 'Supplement type': {'Multivitamin': 1}, 'Net content': {'150': 1}, 'Item form': {'Gummies': 1}, 'Supply size': {'75-Day Supply': 1}}"
4329,"Kirkland Signature Extra Strength Vitamin D3 2000 I.U. 600 Softgels, Bottle",Vitamin,"{'Brand': {'Kirkland Signature': 1}, 'Supplement type': {'Extra Strength Vitamin D3': 1}, 'Dosage': {'2000 I.U.': 1}, 'Net content': {'600': 1}, 'Item form': {'Bottle': 1}}"
4330,"Amazon Brand - Solimo Vitamin C 250mg, 150 Gummies, 2 Gummies per Serving (Pack of 2)",Vitamin,"{'Brand': {'Amazon Brand - Solimo': 1}, 'Supplement type': {'Vitamin C': 1}, 'Dosage': {'250mg': 1}, 'Net content': {'150': 1}, 'Item form': {'Gummies': 1}, 'Pack size': {'Pack of 2': 1}}"
4331,"Garden of Life Vegan Women mykind Organic Women Whole Food Vitamin Supplement, 120 Count (Pack of 1)",Vitamin,"{'Brand': {'mykind Organic': 1}, 'Diet': {'Vegan': 1}, 'Gender': {'Women': 1}, 'Supplement type': {'Whole Food Vitamin Supplement': 1}, 'Net content': {'120 Count': 1}, 'Pack size': {'Pack of 1': 1}}"
4332,"One A Day Women's 50+ Advantage Multivitamins, New Larger Size of 220 Count",Vitamin,"{'Brand': {'One A Day': 1}, 'Gender': {""Women's"": 1}, 'Age': {'50+': 1}, 'Supplement type': {'Advantage Multivitamins': 1}, 'Net content': {'New Larger Size of 220 Count': 1}}"
4333,"NOW Supplements, Vitamin A (Fish Liver Oil) 25,000 IU, Essential Nutrition, 250 Softgels",Vitamin,"{'Brand': {'NOW Supplements': 1}, 'Supplement type': {'Vitamin A (Fish Liver Oil)': 1}, 'Dosage': {'25,000 IU': 1}, 'Health benefit': {'Essential Nutrition': 1}, 'Net content': {'250': 1}, 'Item form': {'Softgels': 1}}"
4334,"NOW Supplements, Liquid Vitamin D-3, Strong Bones*, Structural Support*, 2-Ounce",Vitamin,"{'Brand': {'NOW Supplements': 1}, 'Item form': {'Liquid': 1}, 'Supplement type': {'Vitamin D-3': 1}, 'Health benefit': {'Strong Bones*, Structural Support*': 1}, 'Net content': {'2-Ounce': 1}}"
4335,"Spring Valley - Prenatal, Multivitamin, Multimineral, 100 Tablets w. Folic Acid",Vitamin,"{'Brand': {'Spring Valley': 1}, 'Supplement type': {'Folic Acid': 1}, 'Net content': {'100': 1}, 'Item form': {'Tablets': 1}}"
4336,"NOW Supplements, Vitamin C-500 Calcium Ascorbate, Antioxidant Protection*, 250 Capsules",Vitamin,"{'Brand': {'NOW Supplements': 1}, 'Supplement type': {'Vitamin C-500 Calcium Ascorbate': 1}, 'Health benefit': {'Antioxidant Protection*': 1}, 'Net content': {'250': 1}, 'Item form': {'Capsules': 1}}"
4337,"Sundown Vitamin B-12 Complex Sublingual Liquid, 2 Ounces",Vitamin,"{'Brand': {'Sundown': 1}, 'Supplement type': {'Vitamin B-12 Complex': 1}, 'Administration type': {'Sublingual': 1}, 'Item form': {'Liquid': 1}, 'Net content': {'2 Ounces': 1}}"
4338,"Nature Made Adult Chewable D3 1000 IU Grape Flavored Tablets, 240 Ct",Vitamin,"{'Brand': {'Nature Made': 1}, 'Age': {'Adult': 1}, 'Item form': {'Tablets': 1}, 'Supplement type': {'D3': 1}, 'Dosage': {'1000 IU': 1}, 'Flavor': {'Grape Flavored': 1}, 'Net content': {'240 Ct': 1}}"
4339,"365 by Whole Foods Market, Supplements - Multivitamins, Women's - with Iron (Vegetarian Tablets), 180 Count",Vitamin,"{'Brand': {'365 by Whole Foods Market': 1}, 'Supplement type': {'with Iron': 1}, 'Gender': {""Women's"": 1}, 'Diet': {'Vegetarian': 1}, 'Item form': {'Tablets': 1}, 'Net content': {'180 Count': 1}}"
4340,"Country Life Coenzyme B Complex, 240-Count",Vitamin,"{'Brand': {'Country Life': 1}, 'Supplement type': {'Coenzyme B Complex': 1}, 'Net content': {'240-Count': 1}}"
4341,"Life Extension Fast-C with Bio-Quercetin, 60 Tablets",Vitamin,"{'Brand': {'Life Extension': 1}, 'Supplement type': {'Fast-C with Bio-Quercetin': 1}, 'Net content': {'60': 1}, 'Item form': {'Tablets': 1}}"
4342,"Seeking Health Active B12 with L-5-MTHF, 60 Lozenges, Vitamin B12 Supplement, Supports Cellular Health, Cognitive Health, and Healthy Energy Levels, Vegan- and Vegetarian-Friendly B12 Vitamin, MTHFR",Vitamin,"{'Brand': {'Seeking Health': 1}, 'Supplement type': {'B12 Vitamin, MTHFR': 1}, 'Net content': {'60': 1}, 'Item form': {'Lozenges': 1}, 'Health benefit': {'Supports Cellular Health, Cognitive Health, and Healthy Energy Levels': 1}, 'Diet': {'Vegan- and Vegetarian-Friendly': 1}}"
4343,"Country Life Vitamin D3 5000 I.U, 200-Softgel",Vitamin,"{'Brand': {'Country Life': 1}, 'Supplement type': {'Vitamin D3': 1}, 'Dosage': {'5000 I.U': 1}, 'Net content': {'200': 1}, 'Item form': {'Softgel': 1}}"
4344,Nature Made Multi for Him - 300 Tablets,Vitamin,"{'Brand': {'Nature Made': 1}, 'Supplement type': {'Multi': 1}, 'Gender': {'for Him': 1}, 'Net content': {'300': 1}, 'Item form': {'Tablets': 1}}"
4345,"Nature's Bounty Hair Skin and Nails, 230 Gummies, 230 Count (Pack of 1)",Vitamin,"{'Brand': {""Nature's Bounty"": 1}, 'Health benefit': {'Hair Skin and Nails': 1}, 'Net content': {'230 Count': 1}, 'Item form': {'Gummies': 1}, 'Pack size': {'Pack of 1': 1}}"
4346,Now Foods Choline & Inositol 500 Mg - 100 Caps,Vitamin,"{'Brand': {'Now Foods': 1}, 'Supplement type': {'Choline & Inositol': 1}, 'Dosage': {'500 Mg': 1}, 'Net content': {'100': 1}, 'Item form': {'Caps': 1}}"
4347,Country Life Maxi-Hair Plus 240 Veg Caps,Vitamin,"{'Brand': {'Country Life': 1}, 'Supplement type': {'Maxi-Hair Plus': 1}, 'Net content': {'240': 1}, 'Diet': {'Veg': 1}, 'Item form': {'Caps': 1}}"
4348,"Designs for Health Fizzy Vitamin C Drink Powder - C+BioFizz, High Potency Vitamin C Powder with Bioflavonoids - Immune + Antioxidant Support Drink Mix Supplement (36 Servings / 144g)",Vitamin,"{'Brand': {'Designs for Health': 1}, 'Item form': {'Drink Mix Supplement': 1}, 'Supplement type': {'C+BioFizz, High Potency Vitamin C Powder with Bioflavonoids': 1}, 'Health benefit': {'Immune + Antioxidant Support': 1}, 'Net content': {'36 Servings / 144g': 1}}"
4349,"Life Extension Gamma E Mixed Tocopherols & Tocotrienols Softgels Default, 60 Count",Vitamin,"{'Brand': {'Life Extension': 1}, 'Supplement type': {'Gamma E Mixed Tocopherols & Tocotrienols': 1}, 'Item form': {'Softgels': 1}, 'Net content': {'60 Count': 1}}"
4350,ProRenal+D Kidney Multivitamins 90-Day Supply,Vitamin,"{'Supplement type': {'ProRenal+D Kidney Multivitamins': 1}, 'Net content': {'90-Day Supply': 1}}"
4351,"Now Foods Vitamin D3 5,000 IU, 240 softgels (Pack of 2)",Vitamin,"{'Brand': {'Now Foods': 1}, 'Supplement type': {'Vitamin D3': 1}, 'Dosage': {'5,000 IU': 1}, 'Net content': {'240': 1}, 'Item form': {'softgels ': 1}, 'Pack size': {'Pack of 2': 1}}"
4352,"Natural Vitamin C from Acerola Cherry (365 Capsules) No Synthetic Ascorbic Acid, 100% Pure & Non-GMO (535 mg Serving)",Vitamin,"{'Supplement type': {'Natural Vitamin C from Acerola Cherry': 1}, 'Net content': {'365': 1}, 'Item form': {'Capsule': 1}, 'Specialty': {'100% Pure & Non-GMO': 1}, 'Dosage': {'535 mg Serving': 1}}"
4353,NATURELO Whole Food Vitamin Gummies for Adults - Chewable Gummy Multivitamin for Men & Women - 120 Vegan Gummies,Vitamin,"{'Brand': {'NATURELO': 1}, 'Supplement type': {'Multivitamin': 1}, 'Item form': {'Gummies': 1}, 'Age': {'Adults': 1}, 'Gender': {'Men & Women': 1}, 'Net content': {'120': 1}, 'Diet': {'Vegan': 1}}"
4354,"Nature Made Vitamin D3 2000 IU (50 mcg) Gummies, 90 Count for Bone Health† (Packaging May Vary)",Vitamin,"{'Brand': {'Nature Made': 1}, 'Supplement type': {'Vitamin D3': 1}, 'Dosage': {'50 mcg': 1}, 'Item form': {'Gummies': 1}, 'Net content': {'90 Count': 1}, 'Health benefit': {'Bone Health†': 1}}"
4355,"Life Extension Optimized Folate (l-methylfolate), 1000 Mcg, Vegetarian Tablets, 100-Count",Vitamin,"{'Brand': {'Life Extension': 1}, 'Supplement type': {'Optimized Folate (l-methylfolate)': 1}, 'Dosage': {'1000 Mcg': 1}, 'Diet': {'Vegetarian': 1}, 'Item form': {'Tablets': 1}, 'Net content': {'100-Count': 1}}"
